users,text
QueenTAG,@realDonaldTrump  Donald once again telling us what he is doing. The last item tells you what he's doing. This shit… https://t.co/qJt2I9asEV
DianaRankin,"@realDonaldTrump Wait, you’re reading the wrong script. That one is from 2016."
DaLongTallTexan,@realDonaldTrump Dirty criminal Trump... Here telling California Republican's to keep putting out fake ballot colle… https://t.co/lONJrLqEwQ
Actarus97509658,@realDonaldTrump Grande Trump...sei la nostra salvezza. Spazza via l'ordine mondiale che ci sta massacrando...butta… https://t.co/hAcsYjLQIq
irisperezde,"@realDonaldTrump You allowed Russia to set bounties on our soldiers! You stole money from the Vets, had to pay it b… https://t.co/RWiq0CL1j7"
adamwl,RT @FOOL_NELSON: @realDonaldTrump was impeached because this email exists. https://t.co/ydbViWAz2x
Mike_In_216,"@realDonaldTrump FYI, You are now classified as a bot. https://t.co/Ou6y3c0n7y"
DrvThruP,"@realDonaldTrump ""will be""... just fucking do it then!"
AngieFimbre,"RT @MeidasTouch: @realDonaldTrump You had your chance. Bye, bye.  https://t.co/jQjfHFchU6"
Deridiculus1,RT @NumbersMuncher: @realDonaldTrump When you're badly underperforming with seniors and decided to attack Biden by... mocking seniors. http…
Sandysings1966,RT @RussOnPolitics: @realDonaldTrump Wow. Donald Trump is declaring full-fledged war against Dr. Fauci. This is a really bad look. Dr. Fauc…
am_min1352,@realDonaldTrump @realDonaldTrump @VP @cnnbrk @CNN @FoxNews @FOXLA @KTLA @CBS @CBSLA @ABC7 AZERBAIJAN STRUCK A HOSP… https://t.co/ePIHSBvEzc
TheTruthWillDo,@realDonaldTrump You can thank Brian @kilmeade for spreading this PROPAGANDA SMEAR RUMOR. He said it on 10/12/2020… https://t.co/qfv34DYqHo
endtimebliss,"@realDonaldTrump That's it, not voting. They've been stringing the Republican voters along, we are not happy."
EugJHawk,@realDonaldTrump https://t.co/dCwli14jlG
PaulStats,RT @murray_nyc: @realDonaldTrump This is one of the most disgusting things Trump has ever tweeted. Who are the other people featured in thi…
linda81867184,"@realDonaldTrump They are, just not for you"
AdriannaMarquis,@realDonaldTrump You're actually telling Republicans to cheat?
Astartiel,"RT @HKrassenstein: @realDonaldTrump @OANN No, the Left is trying hard to make sure that history remembers that the Native Americans were br…"
NeverevereverT,RT @NeverevereverT: @realDonaldTrump Looks like your “unmasking” conspiracy theory blew up in your big fat orange face..🤣 https://t.co/wElH…
onlythefactssir,RT @DarthPutinKGB: @realDonaldTrump Trump 2015: I will get you better and cheaper healthcare Trump 2017: Nobody knew health care was so com…
jdcrast,"@realDonaldTrump Feel free to let us know about this wonderful plan you have. Oh wait,  you still don't have one do you? #VoteBiden"
Moparpro440,@realDonaldTrump Trump the real dead darkest states coming for you there real big and black the darkest thugs in th… https://t.co/v5I0LXnvmu
GavanouOriane,"@realDonaldTrump I love you, I hope that you will be elected. Sleepy JO RESIDENT. This is a fan account.  XOXO love you"
Hurleyfrank1,@realDonaldTrump no thanks I voted Biden so did all my family sick of trumps lies and nonsense
jmh32780826,RT @RepsForBiden: @realDonaldTrump You’ve failed miserably. You didn’t even bring the Democratic and Republicans leaders to meet at the WH…
HalloranMeg,@realDonaldTrump More hot air from our blowhard in chief.
glenn_stadts,@realDonaldTrump https://t.co/0Hyx19vBCu
KenKenster61,@realDonaldTrump But he doesn't lie from sunup to sundown like you. You'll be gone soon.
democracylives2,@realDonaldTrump @TrumpWarRoom @FrancisBrennan @BillStepien You voter suppressing invertebrates. #votebiden… https://t.co/EXigVCEZxL
joanne_dalle,"@realDonaldTrump. Hasn't tweeted in 2 hours. Is his ""story"" on? #BoycottNBCTownHall #TrumpGraveDancer"
CDreamin100,"@realDonaldTrump, @ GOP, @EricTrump  Dancing his way OUT of the White House! Vote 💙 What a jerk! https://t.co/zFLtmhE9Gz"
MrsBoudica,@realDonaldTrump The audacity of caeza pichí
RathelJames,@realDonaldTrump https://t.co/Sw9GmjJ6Wc
NicoStaufenberg,"RT @MeidasTouch: @realDonaldTrump You had your chance. Bye, bye.  https://t.co/jQjfHFchU6"
grubczak,@realDonaldTrump Any idea when? I didn’t think so.
STheloneous,@realDonaldTrump “Taking Advantage of the system” - Trump is legit mad about Californians voting.  He is rage tweet… https://t.co/iNfoG6bLdH
PaulStats,@realDonaldTrump https://t.co/G7RKPD4tKr
MarlaToledo2,RT @okkie48: @realDonaldTrump https://t.co/ikF03zNqbY
ValeriePassmor6,@realDonaldTrump voters! https://t.co/D3LBwEI1Wz
THXCSV,@realDonaldTrump chingatumaga pendejo
jure2,@realDonaldTrump The absolute worst possible person to have in charge right now is @realDonaldTrump. How many dumb… https://t.co/UMXSxLOPwR
DontAskNotWorth,@realDonaldTrump Quoting Fox whores again
TheresaC1231,RT @FirenzeMike: @realDonaldTrump “Lock her up” is so 2016...got any new material https://t.co/mkly9YjWJY
HDBT,@realDonaldTrump https://t.co/LZoq1a8mP6
PoloPersonGwen,RT @murray_nyc: @realDonaldTrump This is one of the most disgusting things Trump has ever tweeted. Who are the other people featured in thi…
DeanLeh,@realDonaldTrump https://t.co/8TfJXxqlds
PaulStats,@realDonaldTrump https://t.co/j76pNKVIDu
ash19866,@realDonaldTrump https://t.co/0AACMy2eR6
bruins0711,@realDonaldTrump .... because it’s illegal....  This is the “law and order” guy. The one encouraging people to break the law.
juniormint68,"RT @glamelegance: @realDonaldTrump 216K Americans died because of Donald Trump’s lies, negligence and incompetence. Is that what “Make Amer…"
momofboys0406,"@realDonaldTrump #FatHitler wins, we all die. #TrumpHasNoPlan"
l_truesdell,"@realDonaldTrump @SenatorWicker Néed to get smart, you said it!"
starrezzat,@realDonaldTrump When you lose the world wins. and we can save the planet. Get out and vote the creep out!
GabrielChauncey,"@realDonaldTrump Spanky, You bore me...."
Silklink,"@realDonaldTrump Dear Senior citizens of America, this what the Trump campaign really team think of you.They think… https://t.co/2qy9DxJlMK"
Oncorhynchusmy3,@realDonaldTrump I chose freedom by voting for trumpito
StoryAvenueLLC,@realDonaldTrump BIDEN LIED! NEW EMAILS JUST RELEASED REVEAL AND PROVE THAT JOE BIDEN LIED WHEN HE SAID HE NEVER ME… https://t.co/wSHPDH6l5y
xiilouhoo,@realDonaldTrump Are you not doing LAW &amp; ORDER anymore?
jmz6000,@realDonaldTrump How?
SaintlyCitySue,@realDonaldTrump The Right has been promising a replacement plan for the past 10 years. https://t.co/YwBZPYKYL1
Houstonbeard13,@realDonaldTrump @CoryBooker Vote Smart vote Trump out !!!!!!! https://t.co/Z6N8wCScQL
PaulStats,@realDonaldTrump https://t.co/2Md6NHdD0n
blizthehusky,@realDonaldTrump Time for you to move out is coming up fast. https://t.co/Ma2CgFzHfP
AnnieLango,@realDonaldTrump Lies
dotterj411,@realDonaldTrump @robdelaney There needs to be an app that pulls random trump tweets up for you like the meme search works!
ln10YAYGYEBuTyy,@realDonaldTrump So now you're attacking elderly folks. Is there anything too low for you? And you aren't young yourself just so you know.
debdabum,@realDonaldTrump https://t.co/QPgcc9OB2J
TracyZ88925257,"@realDonaldTrump 川普总统加油喔‘我专门申请了Twitter来支持关注您，您是最棒的’You are great, four more years 加油加油加油go  go go ,"
wilson54027,RT @TalbertSwan: @realDonaldTrump Obama: 8 yrs  0 indictments 0 lawsuits 0 rape accusations 0 articles of impeachment 0 friend child sex tr…
melyrey,@realDonaldTrump https://t.co/DOUJZg0f23
melyrey,@realDonaldTrump https://t.co/zj9ydRkiBa
WhenIsIt2Late,"RT @kerstenpr: @realDonaldTrump Dancing on the graves of 215,000 Americans #TrumpGraveDancer https://t.co/GyunNaev5n"
jmh32780826,RT @okkie48: @realDonaldTrump Tell me again....US greatest nation https://t.co/uR4bPw1usO
Hurleyfrank1,@realDonaldTrump I voted Biden so did all my family sick of trumps lies and nonsense
arivocalsg,RT @JrWave19: @realDonaldTrump just another old man calling another old man old
neon_nikki,@realDonaldTrump you do know that you’re old as shit too? right?
mwherman2000,@realDonaldTrump here's a lesson for you to follow... https://t.co/SOjuvKTTlI
evfrye,"@realDonaldTrump Tell that to the more than 200,000 dead people that died and continue to die on your watch!"
Kristin56366960,@realDonaldTrump Where is this mystical health plan that you have promised for almost 4 years now and keep saying 2… https://t.co/xJCgPB2Y1Z
kather58,RT @HKrassenstein: @realDonaldTrump So what you are saying that that just anyone should be able to collect mail-in ballots and say that the…
Phoebe19852,@realDonaldTrump https://t.co/qSjTsrw6a7
cajun659,@realDonaldTrump Your going to be a resident of the federal prison
fedupamerican19,@realDonaldTrump #TrumpsHealthcarePlanIsYouDIE. Vote Blue to save your life and mine! https://t.co/k8mqfqAxoa
semple_margaret,@realDonaldTrump Dumpy Trumpy is the one that can’t get it up
sandievansroger,@realDonaldTrump This so wrong !!
robert19541109,@realDonaldTrump You are still a looser big time.
RealNeacoGatti,@realDonaldTrump voting blue 2020 my only choice... https://t.co/ii4wuWk6Nf
lieferbeestje,@realDonaldTrump Made this up by yourself did you?
JRybka4177,@realDonaldTrump Yes pleas VOTE NOW. But vote out @realDonaldTrump and vote for @JoeBiden and @KamalaHarris as they… https://t.co/cdSqbAGAYf
CrazyHappyFun1,@realDonaldTrump A vote for Biden could save your life!
311jude,@realDonaldTrump August 6 you said it would be announced within weeks.....
LolaOnThePath,RT @murray_nyc: @realDonaldTrump Trump loves makes promises with other people's money! What he really wants is to try &amp; buy some votes at t…
BahramSasani,"@realDonaldTrump @CoryBooker Viva Mr. President Trump, you are the very BEST and a Gentleman. 👍 🌹 You are a HERO  M… https://t.co/09lhqr5d3w"
eauboi22,RT @eainsaunt: @realDonaldTrump It was bullshit four years ago and it’s bullshit now. #TrumpGraveDancer https://t.co/aminr8hIfY
Cat_Happi,RT @murray_nyc: @realDonaldTrump This is one of the most disgusting things Trump has ever tweeted. Who are the other people featured in thi…
mngirl66,@realDonaldTrump https://t.co/QdGf1HayHL
DonnaHi94780527,@realDonaldTrump When you go Low.....
BearAllycat,"RT @BearAllycat: @realDonaldTrump The President is making fun of senior citizens, the people he supposed to preside over. Mind you, he’s a…"
spiritedred,@realDonaldTrump               https://t.co/3VWKFisnEP
thechelseykshow,"RT @pablo_honey1: @realDonaldTrump Donald Trump now endorses ballot harvesting, a practice he has previous called ""RAMPANT WITH FRAUD."""
lordenki40,@realDonaldTrump https://t.co/U9BKV6rpTy
TrueToHerColors,RT @TrueToHerColors: @realDonaldTrump https://t.co/hdBwfFMB90
MarkRMershon,@realDonaldTrump I’m not going to hold my breath. #TrumpIsALaughingStock
davidinsearchof,RT @RepAndyBiggsAZ: @realDonaldTrump We need answers and complete accountability for any wrongdoing that might have occurred.  The American…
romertreece77,@realDonaldTrump 🤣 Brilliant
gburn1175,"@realDonaldTrump By standing up do you mean killing over 215,000 Americans?"
matt41694599,@realDonaldTrump You were just president for four years and said you were going to make America great then. Obvious… https://t.co/BRKpqkcNhv
RandyE93191310,@realDonaldTrump Voted blue. You still holding super spreader events? They can't vote for u if they're dead.
gabrielitooow,RT @steviesburner2: @realDonaldTrump Trump and Biden during the next debate https://t.co/5Cds6DhUhz
SilverbergThor,@realDonaldTrump @GOPLeader Vote the racists out! https://t.co/Pw6d8Udic1
GabrielChauncey,"RT @CheyenneDancer: @realDonaldTrump You've been saying that for 4 yrs, spanky.  You promised it year 1, if you won. Then you promised it i…"
orioIjunqueras,@realDonaldTrump Wear a mask or go to jail.
AngieFimbre,"RT @itsJeffTiedrich: @realDonaldTrump baloney. how long does it take to write a plan, bro? you've had four years and you've got nothing. th…"
MissTaken2050,@realDonaldTrump You have had 4 YEARS.
GroovyGreatness,@realDonaldTrump @charliekirk11 @WeWillBeFree82 @RealEricCarmen @kirstiealley @DonaldJTrumpJr https://t.co/q4U4kCSaiH
StoryAvenueLLC,@realDonaldTrump Smoking-gun email reveals how Hunter Biden introduced Ukrainian businessman to VP dad! - a year be… https://t.co/siBelgAJMF
Zaqq__,RT @itsJeffTiedrich: @realDonaldTrump imagine being this proud of being this childish
picklepants715,"RT @mmpadellan: @realDonaldTrump Voter suppression going on in Georgia, disproportionately affecting people of color -- the SAME people of…"
j_the_lib,@realDonaldTrump Right after infrastructure week.
himount0116,@realDonaldTrump オッケー。 TRUMPに、10票❗  うん。٩( ๑╹ ꇴ╹)۶
AbdouBLV,RT @AliceBreen2: @realDonaldTrump https://t.co/w5lLaBUorK
TriFuu,"RT @Andy: @realDonaldTrump He’s THREE years older than you, gramps"
pammiencolorado,@realDonaldTrump https://t.co/g4wbdOrZhT
CraigMAdams,@realDonaldTrump https://t.co/BSSLTZovoV
Ocean53732886,@realDonaldTrump @SpeakerPelosi @SenateGOP @HouseDemocrats @LeaderHoyer @senatemajldr @stevenmnuchin1… https://t.co/CQUNy2oAh5
BillMcGowan22,@realDonaldTrump paying $750 in taxes and getting the COVID treatment he got is probably the only good return on investment he’s ever had.
Joeleach52,@realDonaldTrump Resign
AngieFimbre,RT @HKrassenstein: @realDonaldTrump Trump’s promise of healthcare in 2020 is just like his promise of healthcare in 2016.  It is empty!
MaskUpBitch1,@realDonaldTrump So after 4 years you didn't make America great again? Now you need another 4 to do it? That's what… https://t.co/BD0G6ed4mF
Alyssa_Valine,RT @scientificrealm: @realDonaldTrump @OANN https://t.co/ppIV5OonKi
DisabledVetera9,@realDonaldTrump Widen the gap vote! Trump must lose badly. https://t.co/QuFjKcll4a
Itz_Dawn1,RT @MeganPlays: @realDonaldTrump He’s only 3 years older than you tho ??
RenierJustWonIt,@realdonaldtrump @LindseyGrahamSC @WhiteHouse @DavidJHarrisJr @TeamTrump @EricTrump @DonaldJTrumpJr @IvankaTrump… https://t.co/ay9H59vVyK
thepastagoblin,@realDonaldTrump https://t.co/pygoJZEF4N
RobertG07235656,@realDonaldTrump https://t.co/dokhhnngTk
CarolParrish808,@realDonaldTrump your momma is wondering what the hell went wrong with you. So is a nation is the clutches of your… https://t.co/id5vwW0v0m
AngieFimbre,RT @HKrassenstein: @realDonaldTrump If you really meant this you would be able to show us a real plan.  You had 4 years and you have not ev…
ironmiggs,@realDonaldTrump @robdelaney Often used word at the Epstien dances.  Fixed it for ya. https://t.co/jphFP5t7H2
Nanamyra3,"RT @MisikoMichael: @realDonaldTrump I miss presidents who were respected internationally,didn’t call heroes ‘suckers’ and ‘losers’ and didn…"
tmcsjgw18,RT @William53604792: @realDonaldTrump I find it hilarious that Donald Trump has single-handedly destroyed the entire Republican party while…
onlythefactssir,RT @delsuite: @realDonaldTrump You’re really worried about losing votes on health care huh I would be too if I had just instigated herd imm…
MarkletEllis,@realDonaldTrump I don’t understand you ridiculing seniors like this. They are to be respected too. You have just s… https://t.co/JkO93xB9DI
cardonagabby,RT @AliceBreen2: @realDonaldTrump https://t.co/w5lLaBUorK
NHcabingirl,@realDonaldTrump https://t.co/K3VYGyVICt
Sassychick44,@realDonaldTrump @realDonaldTrump  What is wrong with you? These types of antics are not helping in your bid for pr… https://t.co/eFWKr4oUaf
hangglidded,@realDonaldTrump guess u won’t mind .... https://t.co/wSpgyYiKf0 https://t.co/bjasoQJzva
steptuner444,"RT @itsJeffTiedrich: @realDonaldTrump baloney. how long does it take to write a plan, bro? you've had four years and you've got nothing. th…"
KirstenTElliott,@realDonaldTrump Liar.
DeniseUter,@realDonaldTrump Voting but not for you!!
BillReno4,@realDonaldTrump VOTE BIDEN/HARRIS TO SAVE AMERICA
JuliusHaag1,@realDonaldTrump I can't enjoy a president who is an immoral  and reckless liar.
TB12foreva,@realDonaldTrump Republicans are cheating and you say fight harder. 3 weeks from now you will be voted out
DaGoddess06,@realDonaldTrump Yet in nearly 4 years the GOP still hasn’t released any plan at all! Should the citizens just vote… https://t.co/Hk6sTBtmhB
